order_id,date,depot,product,customer_id,ordered_m3,fulfilled_m3,priority,source_type
ORD-0000019,2026-09-06,Eldoret,AGO,OMC_A,137.68,137.68,NORMAL,SYNTHETIC_SCENARIO
ORD-0000020,2026-09-06,Eldoret,AGO,OMC_B,478.78,478.78,HIGH,SYNTHETIC_SCENARIO
ORD-0000021,2026-09-06,Eldoret,AGO,OMC_C,288.52,288.52,HIGH,SYNTHETIC_SCENARIO
ORD-0000022,2026-09-06,Eldoret,AGO,OMC_D,37.19,37.19,NORMAL,SYNTHETIC_SCENARIO
ORD-0000023,2026-09-06,Eldoret,AGO,OMC_E,77.43,77.43,NORMAL,SYNTHETIC_SCENARIO
ORD-0000024,2026-09-06,Eldoret,AGO,OMC_F,26.81,26.81,NORMAL,SYNTHETIC_SCENARIO
ORD-0000025,2026-09-07,Eldoret,AGO,OMC_A,366.19,366.19,NORMAL,SYNTHETIC_SCENARIO
ORD-0000026,2026-09-07,Eldoret,AGO,OMC_B,222.76,222.76,HIGH,SYNTHETIC_SCENARIO
ORD-0000027,2026-09-07,Eldoret,AGO,OMC_C,146.84,146.84,NORMAL,SYNTHETIC_SCENARIO
ORD-0000028,2026-09-07,Eldoret,AGO,OMC_D,263.19,263.19,NORMAL,SYNTHETIC_SCENARIO
ORD-0000029,2026-09-07,Eldoret,AGO,OMC_E,154.51,154.51,NORMAL,SYNTHETIC_SCENARIO
ORD-0000030,2026-09-07,Eldoret,AGO,OMC_F,16.6,16.6,NORMAL,SYNTHETIC_SCENARIO
ORD-0000031,2026-09-08,Eldoret,AGO,OMC_A,687.69,687.69,NORMAL,SYNTHETIC_SCENARIO
ORD-0000032,2026-09-08,Eldoret,AGO,OMC_B,289.03,289.03,NORMAL,SYNTHETIC_SCENARIO
ORD-0000033,2026-09-08,Eldoret,AGO,OMC_C,50.4,50.4,NORMAL,SYNTHETIC_SCENARIO
ORD-0000034,2026-09-08,Eldoret,AGO,OMC_D,36.38,36.38,NORMAL,SYNTHETIC_SCENARIO
ORD-0000035,2026-09-08,Eldoret,AGO,OMC_E,98.7,98.7,NORMAL,SYNTHETIC_SCENARIO
ORD-0000036,2026-09-08,Eldoret,AGO,OMC_F,65.18,65.18,NORMAL,SYNTHETIC_SCENARIO
ORD-0000037,2026-09-09,Eldoret,AGO,OMC_A,405.67,405.67,NORMAL,SYNTHETIC_SCENARIO
ORD-0000038,2026-09-09,Eldoret,AGO,OMC_B,348.85,348.85,NORMAL,SYNTHETIC_SCENARIO
ORD-0000039,2026-09-09,Eldoret,AGO,OMC_C,148.28,148.28,NORMAL,SYNTHETIC_SCENARIO
ORD-0000040,2026-09-09,Eldoret,AGO,OMC_D,152.29,152.29,NORMAL,SYNTHETIC_SCENARIO
ORD-0000041,2026-09-09,Eldoret,AGO,OMC_E,64.5,64.5,NORMAL,SYNTHETIC_SCENARIO
ORD-0000042,2026-09-09,Eldoret,AGO,OMC_F,169.34,169.34,NORMAL,SYNTHETIC_SCENARIO
ORD-0000043,2026-09-10,Eldoret,AGO,OMC_A,763.45,763.45,NORMAL,SYNTHETIC_SCENARIO
ORD-0000044,2026-09-10,Eldoret,AGO,OMC_B,49.06,49.06,NORMAL,SYNTHETIC_SCENARIO
ORD-0000045,2026-09-10,Eldoret,AGO,OMC_C,165.71,165.71,NORMAL,SYNTHETIC_SCENARIO
ORD-0000046,2026-09-10,Eldoret,AGO,OMC_D,231.33,231.33,NORMAL,SYNTHETIC_SCENARIO
ORD-0000047,2026-09-10,Eldoret,AGO,OMC_E,41.26,41.26,NORMAL,SYNTHETIC_SCENARIO
ORD-0000048,2026-09-10,Eldoret,AGO,OMC_F,13.12,13.12,NORMAL,SYNTHETIC_SCENARIO
ORD-0000049,2026-09-11,Eldoret,AGO,OMC_A,250.55,250.55,NORMAL,SYNTHETIC_SCENARIO
ORD-0000050,2026-09-11,Eldoret,AGO,OMC_B,518.42,518.42,NORMAL,SYNTHETIC_SCENARIO
ORD-0000051,2026-09-11,Eldoret,AGO,OMC_C,223.54,223.54,NORMAL,SYNTHETIC_SCENARIO
ORD-0000052,2026-09-11,Eldoret,AGO,OMC_D,219.37,219.37,NORMAL,SYNTHETIC_SCENARIO
ORD-0000053,2026-09-11,Eldoret,AGO,OMC_E,135.78,135.78,NORMAL,SYNTHETIC_SCENARIO
ORD-0000054,2026-09-11,Eldoret,AGO,OMC_F,22.76,22.76,NORMAL,SYNTHETIC_SCENARIO
ORD-0000055,2026-09-12,Eldoret,AGO,OMC_A,179.68,179.68,NORMAL,SYNTHETIC_SCENARIO
ORD-0000056,2026-09-12,Eldoret,AGO,OMC_B,416.31,416.31,NORMAL,SYNTHETIC_SCENARIO
ORD-0000057,2026-09-12,Eldoret,AGO,OMC_C,303.62,303.62,NORMAL,SYNTHETIC_SCENARIO
ORD-0000058,2026-09-12,Eldoret,AGO,OMC_D,178.95,178.95,NORMAL,SYNTHETIC_SCENARIO
ORD-0000059,2026-09-12,Eldoret,AGO,OMC_E,35.98,35.98,NORMAL,SYNTHETIC_SCENARIO
ORD-0000060,2026-09-12,Eldoret,AGO,OMC_F,14.52,14.52,NORMAL,SYNTHETIC_SCENARIO
ORD-0000061,2026-09-13,Eldoret,AGO,OMC_A,352.75,352.75,NORMAL,SYNTHETIC_SCENARIO
ORD-0000062,2026-09-13,Eldoret,AGO,OMC_B,144.91,144.91,HIGH,SYNTHETIC_SCENARIO
ORD-0000063,2026-09-13,Eldoret,AGO,OMC_C,182.26,182.26,NORMAL,SYNTHETIC_SCENARIO
ORD-0000064,2026-09-13,Eldoret,AGO,OMC_D,104.87,104.87,NORMAL,SYNTHETIC_SCENARIO
ORD-0000065,2026-09-13,Eldoret,AGO,OMC_E,75.18,75.18,NORMAL,SYNTHETIC_SCENARIO
ORD-0000066,2026-09-13,Eldoret,AGO,OMC_F,243.31,243.31,NORMAL,SYNTHETIC_SCENARIO
ORD-0000067,2026-09-14,Eldoret,AGO,OMC_A,288.06,288.06,NORMAL,SYNTHETIC_SCENARIO
ORD-0000068,2026-09-14,Eldoret,AGO,OMC_B,267.05,267.05,NORMAL,SYNTHETIC_SCENARIO
ORD-0000069,2026-09-14,Eldoret,AGO,OMC_C,258.95,258.95,NORMAL,SYNTHETIC_SCENARIO
ORD-0000070,2026-09-14,Eldoret,AGO,OMC_D,111.67,111.67,NORMAL,SYNTHETIC_SCENARIO
ORD-0000071,2026-09-14,Eldoret,AGO,OMC_E,269.86,269.86,NORMAL,SYNTHETIC_SCENARIO
ORD-0000072,2026-09-14,Eldoret,AGO,OMC_F,76.65,76.65,NORMAL,SYNTHETIC_SCENARIO
ORD-0000073,2026-09-15,Eldoret,AGO,OMC_A,67.18,67.18,NORMAL,SYNTHETIC_SCENARIO
ORD-0000074,2026-09-15,Eldoret,AGO,OMC_B,207.94,207.94,NORMAL,SYNTHETIC_SCENARIO
ORD-0000075,2026-09-15,Eldoret,AGO,OMC_C,271.68,271.68,NORMAL,SYNTHETIC_SCENARIO
ORD-0000076,2026-09-15,Eldoret,AGO,OMC_D,426.53,426.53,NORMAL,SYNTHETIC_SCENARIO
ORD-0000077,2026-09-15,Eldoret,AGO,OMC_E,158.94,158.94,NORMAL,SYNTHETIC_SCENARIO
ORD-0000078,2026-09-15,Eldoret,AGO,OMC_F,25.54,25.54,NORMAL,SYNTHETIC_SCENARIO
ORD-0000079,2026-09-16,Eldoret,AGO,OMC_A,284.25,284.25,NORMAL,SYNTHETIC_SCENARIO
ORD-0000080,2026-09-16,Eldoret,AGO,OMC_B,191.6,191.6,NORMAL,SYNTHETIC_SCENARIO
ORD-0000081,2026-09-16,Eldoret,AGO,OMC_C,503.17,503.17,NORMAL,SYNTHETIC_SCENARIO
ORD-0000082,2026-09-16,Eldoret,AGO,OMC_D,25.98,25.98,NORMAL,SYNTHETIC_SCENARIO
ORD-0000083,2026-09-16,Eldoret,AGO,OMC_E,189.09,189.09,NORMAL,SYNTHETIC_SCENARIO
ORD-0000084,2026-09-16,Eldoret,AGO,OMC_F,4.41,4.41,NORMAL,SYNTHETIC_SCENARIO
ORD-0000085,2026-09-17,Eldoret,AGO,OMC_A,284.21,284.21,NORMAL,SYNTHETIC_SCENARIO
ORD-0000086,2026-09-17,Eldoret,AGO,OMC_B,358.95,358.95,NORMAL,SYNTHETIC_SCENARIO
ORD-0000087,2026-09-17,Eldoret,AGO,OMC_C,303.25,303.25,NORMAL,SYNTHETIC_SCENARIO
ORD-0000088,2026-09-17,Eldoret,AGO,OMC_D,321.61,321.61,NORMAL,SYNTHETIC_SCENARIO
ORD-0000089,2026-09-17,Eldoret,AGO,OMC_E,46.89,46.89,NORMAL,SYNTHETIC_SCENARIO
ORD-0000090,2026-09-17,Eldoret,AGO,OMC_F,25.28,25.28,NORMAL,SYNTHETIC_SCENARIO
ORD-0000091,2026-09-18,Eldoret,AGO,OMC_A,509.46,509.46,NORMAL,SYNTHETIC_SCENARIO
ORD-0000092,2026-09-18,Eldoret,AGO,OMC_B,400.64,400.64,NORMAL,SYNTHETIC_SCENARIO
ORD-0000093,2026-09-18,Eldoret,AGO,OMC_C,136.41,136.41,NORMAL,SYNTHETIC_SCENARIO
ORD-0000094,2026-09-18,Eldoret,AGO,OMC_D,198.1,198.1,NORMAL,SYNTHETIC_SCENARIO
ORD-0000095,2026-09-18,Eldoret,AGO,OMC_E,106.38,106.38,NORMAL,SYNTHETIC_SCENARIO
ORD-0000096,2026-09-18,Eldoret,AGO,OMC_F,55.65,55.65,NORMAL,SYNTHETIC_SCENARIO
ORD-0000097,2026-09-19,Eldoret,AGO,OMC_A,607.87,607.87,HIGH,SYNTHETIC_SCENARIO
ORD-0000098,2026-09-19,Eldoret,AGO,OMC_B,354.63,354.63,NORMAL,SYNTHETIC_SCENARIO
ORD-0000099,2026-09-19,Eldoret,AGO,OMC_C,47.56,47.56,NORMAL,SYNTHETIC_SCENARIO
ORD-0000100,2026-09-19,Eldoret,AGO,OMC_D,38.42,38.42,NORMAL,SYNTHETIC_SCENARIO
ORD-0000101,2026-09-19,Eldoret,AGO,OMC_E,32.99,32.99,NORMAL,SYNTHETIC_SCENARIO
ORD-0000102,2026-09-19,Eldoret,AGO,OMC_F,66.25,66.25,NORMAL,SYNTHETIC_SCENARIO
ORD-0000103,2026-09-20,Eldoret,AGO,OMC_A,296.38,296.38,NORMAL,SYNTHETIC_SCENARIO
ORD-0000104,2026-09-20,Eldoret,AGO,OMC_B,211.48,211.48,NORMAL,SYNTHETIC_SCENARIO
ORD-0000105,2026-09-20,Eldoret,AGO,OMC_C,172.97,172.97,NORMAL,SYNTHETIC_SCENARIO
ORD-0000106,2026-09-20,Eldoret,AGO,OMC_D,67.75,67.75,NORMAL,SYNTHETIC_SCENARIO
ORD-0000107,2026-09-20,Eldoret,AGO,OMC_E,68.27,68.27,NORMAL,SYNTHETIC_SCENARIO
ORD-0000108,2026-09-20,Eldoret,AGO,OMC_F,267.08,267.08,NORMAL,SYNTHETIC_SCENARIO
ORD-0000109,2026-09-21,Eldoret,AGO,OMC_A,227.14,227.14,NORMAL,SYNTHETIC_SCENARIO
ORD-0000110,2026-09-21,Eldoret,AGO,OMC_B,229.9,229.9,NORMAL,SYNTHETIC_SCENARIO
ORD-0000111,2026-09-21,Eldoret,AGO,OMC_C,443.83,443.83,HIGH,SYNTHETIC_SCENARIO
ORD-0000112,2026-09-21,Eldoret,AGO,OMC_D,226.0,226.0,NORMAL,SYNTHETIC_SCENARIO
ORD-0000113,2026-09-21,Eldoret,AGO,OMC_E,189.64,189.64,NORMAL,SYNTHETIC_SCENARIO
ORD-0000114,2026-09-21,Eldoret,AGO,OMC_F,29.7,29.7,NORMAL,SYNTHETIC_SCENARIO
ORD-0000115,2026-09-22,Eldoret,AGO,OMC_A,458.79,458.79,NORMAL,SYNTHETIC_SCENARIO
ORD-0000116,2026-09-22,Eldoret,AGO,OMC_B,401.09,401.09,NORMAL,SYNTHETIC_SCENARIO
ORD-0000117,2026-09-22,Eldoret,AGO,OMC_C,182.7,182.7,NORMAL,SYNTHETIC_SCENARIO
ORD-0000118,2026-09-22,Eldoret,AGO,OMC_D,55.13,55.13,NORMAL,SYNTHETIC_SCENARIO
ORD-0000119,2026-09-22,Eldoret,AGO,OMC_E,87.02,87.02,NORMAL,SYNTHETIC_SCENARIO
ORD-0000120,2026-09-22,Eldoret,AGO,OMC_F,70.41,70.41,NORMAL,SYNTHETIC_SCENARIO
ORD-0000121,2026-09-23,Eldoret,AGO,OMC_A,563.86,563.86,HIGH,SYNTHETIC_SCENARIO
ORD-0000122,2026-09-23,Eldoret,AGO,OMC_B,110.65,110.65,NORMAL,SYNTHETIC_SCENARIO
ORD-0000123,2026-09-23,Eldoret,AGO,OMC_C,335.77,335.77,NORMAL,SYNTHETIC_SCENARIO
ORD-0000124,2026-09-23,Eldoret,AGO,OMC_D,155.58,155.58,NORMAL,SYNTHETIC_SCENARIO
ORD-0000125,2026-09-23,Eldoret,AGO,OMC_E,40.83,40.83,NORMAL,SYNTHETIC_SCENARIO
ORD-0000126,2026-09-23,Eldoret,AGO,OMC_F,56.52,56.52,HIGH,SYNTHETIC_SCENARIO
ORD-0000127,2026-09-24,Eldoret,AGO,OMC_A,69.85,69.85,NORMAL,SYNTHETIC_SCENARIO
ORD-0000128,2026-09-24,Eldoret,AGO,OMC_B,278.39,278.39,NORMAL,SYNTHETIC_SCENARIO
ORD-0000129,2026-09-24,Eldoret,AGO,OMC_C,207.26,207.26,NORMAL,SYNTHETIC_SCENARIO
ORD-0000130,2026-09-24,Eldoret,AGO,OMC_D,454.45,454.45,NORMAL,SYNTHETIC_SCENARIO
ORD-0000131,2026-09-24,Eldoret,AGO,OMC_E,135.3,135.3,NORMAL,SYNTHETIC_SCENARIO
ORD-0000132,2026-09-24,Eldoret,AGO,OMC_F,315.82,315.82,NORMAL,SYNTHETIC_SCENARIO
ORD-0000133,2026-09-25,Eldoret,AGO,OMC_A,190.78,190.78,NORMAL,SYNTHETIC_SCENARIO
ORD-0000134,2026-09-25,Eldoret,AGO,OMC_B,271.15,271.15,NORMAL,SYNTHETIC_SCENARIO
ORD-0000135,2026-09-25,Eldoret,AGO,OMC_C,287.39,287.39,NORMAL,SYNTHETIC_SCENARIO
ORD-0000136,2026-09-25,Eldoret,AGO,OMC_D,92.32,92.32,NORMAL,SYNTHETIC_SCENARIO
ORD-0000137,2026-09-25,Eldoret,AGO,OMC_E,21.96,21.96,NORMAL,SYNTHETIC_SCENARIO
ORD-0000138,2026-09-25,Eldoret,AGO,OMC_F,406.38,406.38,NORMAL,SYNTHETIC_SCENARIO
ORD-0000139,2026-09-26,Eldoret,AGO,OMC_A,347.8,347.8,NORMAL,SYNTHETIC_SCENARIO
ORD-0000140,2026-09-26,Eldoret,AGO,OMC_B,133.27,133.27,NORMAL,SYNTHETIC_SCENARIO
ORD-0000141,2026-09-26,Eldoret,AGO,OMC_C,397.66,397.66,NORMAL,SYNTHETIC_SCENARIO
ORD-0000142,2026-09-26,Eldoret,AGO,OMC_D,109.61,109.61,NORMAL,SYNTHETIC_SCENARIO
ORD-0000143,2026-09-26,Eldoret,AGO,OMC_E,120.77,120.77,NORMAL,SYNTHETIC_SCENARIO
ORD-0000144,2026-09-26,Eldoret,AGO,OMC_F,151.27,151.27,NORMAL,SYNTHETIC_SCENARIO
ORD-0000145,2026-09-27,Eldoret,AGO,OMC_A,184.6,184.6,HIGH,SYNTHETIC_SCENARIO
ORD-0000146,2026-09-27,Eldoret,AGO,OMC_B,161.55,161.55,NORMAL,SYNTHETIC_SCENARIO
ORD-0000147,2026-09-27,Eldoret,AGO,OMC_C,327.73,327.73,NORMAL,SYNTHETIC_SCENARIO
ORD-0000148,2026-09-27,Eldoret,AGO,OMC_D,41.37,41.37,NORMAL,SYNTHETIC_SCENARIO
ORD-0000149,2026-09-27,Eldoret,AGO,OMC_E,277.03,277.03,NORMAL,SYNTHETIC_SCENARIO
ORD-0000150,2026-09-27,Eldoret,AGO,OMC_F,85.95,85.95,NORMAL,SYNTHETIC_SCENARIO
ORD-0000151,2026-09-28,Eldoret,AGO,OMC_A,255.7,255.7,HIGH,SYNTHETIC_SCENARIO
ORD-0000152,2026-09-28,Eldoret,AGO,OMC_B,451.13,451.13,NORMAL,SYNTHETIC_SCENARIO
ORD-0000153,2026-09-28,Eldoret,AGO,OMC_C,190.98,190.98,NORMAL,SYNTHETIC_SCENARIO
ORD-0000154,2026-09-28,Eldoret,AGO,OMC_D,319.76,319.76,NORMAL,SYNTHETIC_SCENARIO
ORD-0000155,2026-09-28,Eldoret,AGO,OMC_E,7.16,7.16,NORMAL,SYNTHETIC_SCENARIO
ORD-0000156,2026-09-28,Eldoret,AGO,OMC_F,103.9,103.9,NORMAL,SYNTHETIC_SCENARIO
ORD-0000157,2026-09-29,Eldoret,AGO,OMC_A,392.38,392.38,NORMAL,SYNTHETIC_SCENARIO
ORD-0000158,2026-09-29,Eldoret,AGO,OMC_B,206.61,206.61,NORMAL,SYNTHETIC_SCENARIO
ORD-0000159,2026-09-29,Eldoret,AGO,OMC_C,141.75,141.75,NORMAL,SYNTHETIC_SCENARIO
ORD-0000160,2026-09-29,Eldoret,AGO,OMC_D,325.19,325.19,NORMAL,SYNTHETIC_SCENARIO
ORD-0000161,2026-09-29,Eldoret,AGO,OMC_E,48.31,48.31,NORMAL,SYNTHETIC_SCENARIO
ORD-0000162,2026-09-29,Eldoret,AGO,OMC_F,319.51,319.51,NORMAL,SYNTHETIC_SCENARIO
ORD-0000163,2026-09-30,Eldoret,AGO,OMC_A,243.85,243.85,NORMAL,SYNTHETIC_SCENARIO
ORD-0000164,2026-09-30,Eldoret,AGO,OMC_B,358.05,358.05,NORMAL,SYNTHETIC_SCENARIO
ORD-0000165,2026-09-30,Eldoret,AGO,OMC_C,112.87,112.87,NORMAL,SYNTHETIC_SCENARIO
ORD-0000166,2026-09-30,Eldoret,AGO,OMC_D,580.32,580.32,NORMAL,SYNTHETIC_SCENARIO
ORD-0000167,2026-09-30,Eldoret,AGO,OMC_E,38.28,38.28,NORMAL,SYNTHETIC_SCENARIO
ORD-0000168,2026-09-30,Eldoret,AGO,OMC_F,0.28,0.28,NORMAL,SYNTHETIC_SCENARIO
ORD-0000169,2026-10-01,Eldoret,AGO,OMC_A,414.67,414.67,NORMAL,SYNTHETIC_SCENARIO
ORD-0000170,2026-10-01,Eldoret,AGO,OMC_B,453.36,453.36,NORMAL,SYNTHETIC_SCENARIO
ORD-0000171,2026-10-01,Eldoret,AGO,OMC_C,182.15,182.15,NORMAL,SYNTHETIC_SCENARIO
ORD-0000172,2026-10-01,Eldoret,AGO,OMC_D,153.99,153.99,NORMAL,SYNTHETIC_SCENARIO
ORD-0000173,2026-10-01,Eldoret,AGO,OMC_E,349.76,349.76,NORMAL,SYNTHETIC_SCENARIO
ORD-0000174,2026-10-01,Eldoret,AGO,OMC_F,25.22,25.22,NORMAL,SYNTHETIC_SCENARIO
ORD-0000175,2026-10-02,Eldoret,AGO,OMC_A,482.1,482.1,NORMAL,SYNTHETIC_SCENARIO
ORD-0000176,2026-10-02,Eldoret,AGO,OMC_B,224.8,224.8,NORMAL,SYNTHETIC_SCENARIO
ORD-0000177,2026-10-02,Eldoret,AGO,OMC_C,235.74,235.74,NORMAL,SYNTHETIC_SCENARIO
ORD-0000178,2026-10-02,Eldoret,AGO,OMC_D,275.36,275.36,NORMAL,SYNTHETIC_SCENARIO
ORD-0000179,2026-10-02,Eldoret,AGO,OMC_E,300.87,300.87,HIGH,SYNTHETIC_SCENARIO
ORD-0000180,2026-10-02,Eldoret,AGO,OMC_F,149.39,149.39,NORMAL,SYNTHETIC_SCENARIO
ORD-0000181,2026-10-03,Eldoret,AGO,OMC_A,478.0,478.0,NORMAL,SYNTHETIC_SCENARIO
ORD-0000182,2026-10-03,Eldoret,AGO,OMC_B,39.21,39.21,NORMAL,SYNTHETIC_SCENARIO
ORD-0000183,2026-10-03,Eldoret,AGO,OMC_C,368.97,368.97,NORMAL,SYNTHETIC_SCENARIO
ORD-0000184,2026-10-03,Eldoret,AGO,OMC_D,227.08,227.08,NORMAL,SYNTHETIC_SCENARIO
ORD-0000185,2026-10-03,Eldoret,AGO,OMC_E,52.29,52.29,NORMAL,SYNTHETIC_SCENARIO
ORD-0000186,2026-10-03,Eldoret,AGO,OMC_F,241.17,241.17,NORMAL,SYNTHETIC_SCENARIO
ORD-0000187,2026-10-04,Eldoret,AGO,OMC_A,189.0,189.0,NORMAL,SYNTHETIC_SCENARIO
ORD-0000188,2026-10-04,Eldoret,AGO,OMC_B,270.97,270.97,NORMAL,SYNTHETIC_SCENARIO
ORD-0000189,2026-10-04,Eldoret,AGO,OMC_C,461.46,461.46,NORMAL,SYNTHETIC_SCENARIO
ORD-0000190,2026-10-04,Eldoret,AGO,OMC_D,68.83,68.83,NORMAL,SYNTHETIC_SCENARIO
ORD-0000191,2026-10-04,Eldoret,AGO,OMC_E,184.39,184.39,NORMAL,SYNTHETIC_SCENARIO
ORD-0000192,2026-10-04,Eldoret,AGO,OMC_F,30.12,30.12,NORMAL,SYNTHETIC_SCENARIO
ORD-0000193,2026-10-05,Eldoret,AGO,OMC_A,131.79,131.79,NORMAL,SYNTHETIC_SCENARIO
ORD-0000194,2026-10-05,Eldoret,AGO,OMC_B,429.53,429.53,NORMAL,SYNTHETIC_SCENARIO
ORD-0000195,2026-10-05,Eldoret,AGO,OMC_C,344.89,344.89,NORMAL,SYNTHETIC_SCENARIO
ORD-0000196,2026-10-05,Eldoret,AGO,OMC_D,294.09,294.09,NORMAL,SYNTHETIC_SCENARIO
ORD-0000197,2026-10-05,Eldoret,AGO,OMC_E,110.28,110.28,NORMAL,SYNTHETIC_SCENARIO
ORD-0000198,2026-10-05,Eldoret,AGO,OMC_F,192.26,192.26,NORMAL,SYNTHETIC_SCENARIO
ORD-0000199,2026-10-06,Eldoret,AGO,OMC_A,156.86,156.86,HIGH,SYNTHETIC_SCENARIO
ORD-0000200,2026-10-06,Eldoret,AGO,OMC_B,365.5,365.5,NORMAL,SYNTHETIC_SCENARIO
ORD-0000201,2026-10-06,Eldoret,AGO,OMC_C,333.19,333.19,NORMAL,SYNTHETIC_SCENARIO
ORD-0000202,2026-10-06,Eldoret,AGO,OMC_D,325.38,325.38,HIGH,SYNTHETIC_SCENARIO
ORD-0000203,2026-10-06,Eldoret,AGO,OMC_E,142.3,142.3,NORMAL,SYNTHETIC_SCENARIO
ORD-0000204,2026-10-06,Eldoret,AGO,OMC_F,84.17,84.17,NORMAL,SYNTHETIC_SCENARIO
ORD-0000205,2026-10-07,Eldoret,AGO,OMC_A,177.61,177.61,NORMAL,SYNTHETIC_SCENARIO
ORD-0000206,2026-10-07,Eldoret,AGO,OMC_B,467.07,467.07,NORMAL,SYNTHETIC_SCENARIO
ORD-0000207,2026-10-07,Eldoret,AGO,OMC_C,153.77,153.77,NORMAL,SYNTHETIC_SCENARIO
ORD-0000208,2026-10-07,Eldoret,AGO,OMC_D,406.75,406.75,NORMAL,SYNTHETIC_SCENARIO
ORD-0000209,2026-10-07,Eldoret,AGO,OMC_E,93.83,93.83,NORMAL,SYNTHETIC_SCENARIO
ORD-0000210,2026-10-07,Eldoret,AGO,OMC_F,181.97,181.97,NORMAL,SYNTHETIC_SCENARIO
ORD-0000211,2026-10-08,Eldoret,AGO,OMC_A,598.92,598.92,NORMAL,SYNTHETIC_SCENARIO
ORD-0000212,2026-10-08,Eldoret,AGO,OMC_B,121.67,121.67,NORMAL,SYNTHETIC_SCENARIO
ORD-0000213,2026-10-08,Eldoret,AGO,OMC_C,268.28,268.28,NORMAL,SYNTHETIC_SCENARIO
ORD-0000214,2026-10-08,Eldoret,AGO,OMC_D,168.81,168.81,NORMAL,SYNTHETIC_SCENARIO
ORD-0000215,2026-10-08,Eldoret,AGO,OMC_E,63.63,63.63,NORMAL,SYNTHETIC_SCENARIO
ORD-0000216,2026-10-08,Eldoret,AGO,OMC_F,154.0,154.0,NORMAL,SYNTHETIC_SCENARIO
ORD-0000217,2026-10-09,Eldoret,AGO,OMC_A,629.54,629.54,NORMAL,SYNTHETIC_SCENARIO
ORD-0000218,2026-10-09,Eldoret,AGO,OMC_B,106.01,106.01,NORMAL,SYNTHETIC_SCENARIO
ORD-0000219,2026-10-09,Eldoret,AGO,OMC_C,640.68,640.68,NORMAL,SYNTHETIC_SCENARIO
ORD-0000220,2026-10-09,Eldoret,AGO,OMC_D,195.53,195.53,NORMAL,SYNTHETIC_SCENARIO
ORD-0000221,2026-10-09,Eldoret,AGO,OMC_E,41.48,41.48,NORMAL,SYNTHETIC_SCENARIO
ORD-0000222,2026-10-09,Eldoret,AGO,OMC_F,30.47,30.47,NORMAL,SYNTHETIC_SCENARIO
ORD-0000223,2026-10-10,Eldoret,AGO,OMC_A,362.63,362.63,NORMAL,SYNTHETIC_SCENARIO
ORD-0000224,2026-10-10,Eldoret,AGO,OMC_B,287.42,287.42,NORMAL,SYNTHETIC_SCENARIO
ORD-0000225,2026-10-10,Eldoret,AGO,OMC_C,199.64,199.64,NORMAL,SYNTHETIC_SCENARIO
ORD-0000226,2026-10-10,Eldoret,AGO,OMC_D,292.79,292.79,NORMAL,SYNTHETIC_SCENARIO
ORD-0000227,2026-10-10,Eldoret,AGO,OMC_E,138.44,138.44,NORMAL,SYNTHETIC_SCENARIO
ORD-0000228,2026-10-10,Eldoret,AGO,OMC_F,40.62,40.62,NORMAL,SYNTHETIC_SCENARIO
